Number,Ticker,sector,city,industry,profitMargins,priceToBook,bookValue,shortRatio,revenuePerShare,operatingMargins,forwardEps,heldPercentInstitutions,heldPercentInsiders,marketCap,profitMargins,volume,totalDebt,totalCash,beta,totalCashPerShare,enterpriseValue,floatShares,volume,numberOfAnalystOpinions,COVID BEHAVIOUR,COVID DEPENDANCY,CLASS,15/3/2020 0:00,10/4/2020 0:00,10/5/2020 0:00,10/9/2020 0:00,1/1/2021 0:00,20/2/2021 0:00,15/5/2021 0:00,10/9/2021 0:00
154,GILD,Healthcare,Foster City,Drug Manufacturers—General,0.19378,4.502746,15.113,3.74,21.209,0.46817002,6.64,0.81564003,0.00095,85346951168,0.19378,4258597,30175000576,6844000256,0.413209,5.459,1.13311E+11,1252655935,4258597,22,IIDII,2,0,70.85399933,75.22500038,75.53399811,64.50000095,60.07999992,64.72200165,67.91199951,71.16749954
155,GIS,Consumer Defensive,Minneapolis,Packaged Foods,0.12719,3.844614,15.986,4.65,29.849,0.19045,3.92,0.78242,0.00159,37225832448,0.12719,2497687,12952899584,710600000,0.504761,1.173,50345656320,604063139,2497687,18,IIDDD,2,0,52.76399994,56.81750011,61.69400024,59.13250065,58.9649992,56.75800018,61.91200027,58.26250076
156,GLW,Technology,Corning,Electronic Components,0.13141,2.578228,14.413,3.29,16.773,0.1617,2.38,0.69248,0.09676,31636424704,0.13141,4494413,8089999872,2320000000,1.135371,2.717,37662212096,771549706,4494413,11,DIIID,4,0,21.93199959,20.28499985,27.16599998,32.1624999,35.87249947,38.01200027,41.06199951,38.99250031
157,GM,Consumer Cyclical,Detroit,Auto Manufacturers,0.0913,1.6961571,34.531,1.5,96.871,0.1076,6.87,0.82879996,0.04916,84965736448,0.0913,33724939,1.11867E+11,24731000832,1.328671,17.036,1.66612E+11,1380255449,33724939,22,DIIID,8,1,24.37400017,22.00999928,28.75,31.24000025,41.69749928,52.61199951,60.98600082,48.90000057
158,GPC,Consumer Cyclical,Atlanta,Specialty Retail,0.00308,5.4766665,23.014,1.95,117.172,0.06507,6.44,0.78484,0.02815,18209251328,0.00308,329388,3407300096,1117987968,1.128804,7.738,20406116352,142117319,329388,6,DIIID,2,0,79.69799805,70.34499931,88.57399902,99.13999748,100.3824997,101.7740005,126.5279984,119.3775005
159,GPN,Industrials,Atlanta,Specialty Business Services,0.10832,1.7625399,90.432,1.94,26.815,0.19009,9.39,0.91109,0.00871,47054479360,0.10832,1364600,10805602304,1799549056,1.161572,6.126,57768927232,291339359,1364600,31,DIIDD,5,1,164.7700012,146.2825012,183.65,167.6749992,208.8325005,194.7019989,193.0560028,166.7700005
160,GPS,Consumer Cyclical,San Francisco,Apparel Retail,0.04531,3.117023,7.443,2.09,44.202,0.05138,2.19,0.56538,0.4722,8760366080,0.04531,5777423,7357000192,2712000000,1.612991,7.211,13927273472,265643007,5777423,20,DIIID,7,1,10.52400017,7.625,11.56599998,17.09999943,20.14249992,23.64400024,32.47200012,24.4124999
161,GRMN,Technology,Schaffhausen,Scientific & Technical Instruments,0.24363,5.225898,29.748,3.59,25.359,0.26939,5.94,0.54877996,0.20843,29870862336,0.24363,447359,74336000,1970013952,1.007641,10.243,28493099008,152276605,447359,7,DIIII,4,0,77.19999847,76.42000198,95.49199982,99.98750114,119.1250019,129.0499969,142.7299988,173.3274994
162,GS,Financial Services,New York,Capital Markets,0.36582002,1.5774425,249.017,2.04,155.595,0.46367002,35.96,0.72952,0.00537,1.33462E+11,0.36582002,1446728,5.69137E+11,8.91986E+11,1.496724,2771.225,-1.82638E+11,320245585,1446728,26,IIIII,7,1,167.75,171.3675003,209.6680023,201.4074974,271.297493,313.4179932,370.9539978,405.8450012
163,GT,Consumer Cyclical,Akron,Auto Parts,-0.04876,1.4192767,13.218,2.95,54.54,0.00352,2.15,0.72679,0.0034,5271184896,-0.04876,4937594,6958000128,1223000064,2.20163,5.205,9982503936,234002512,4937594,8,DIIID,6,1,6.927999878,6.674999952,9.550000191,9.477499962,10.625,14.54399986,18.37600021,15.8275001
164,GWW,Industrials,Lake Forest,Industrial Distribution,0.071100004,11.972797,34.849,3.2,232.008,0.12139,22.67,0.73383003,0.13597,21742417920,0.071100004,167810,2375000064,547000000,1.21834,10.504,23021355008,43501881,167810,12,IIIDD,3,0,259.1939941,264.8449936,317.0559998,354.4850006,398.5224991,374.8719971,452.526001,417.8425064
165,HAL,Energy,Houston,Oil & Gas Equipment & Services,0.01085,4.116231,5.816,1.96,15.073,0.04809,1.41,0.78776,0.00309,21299871744,0.01085,8003270,10574000128,2657999872,2.864628,2.985,26447386624,886634595,8003270,25,IIIID,8,1,7.2,8.227499962,14.27999992,14.60500026,19.73999977,20.40999985,23.72800026,19.52750015
166,HAS,Consumer Cyclical,Pawtucket,Leisure,0.070650004,4.2406826,21.223,5.47,43.156,0.15403,5.14,0.82886004,0.080340005,12381209600,0.070650004,695710,4770299904,1145100032,0.987089,8.317,17181163520,128890634,695710,13,IIIDI,5,1,56.75400009,73.85750008,76.92600098,78.42000008,93.29249954,90.7,94.78600006,98.59499931
167,HBAN,Financial Services,Columbus,Banks—Regional,0.29073,1.4911463,10.73,3.45,4.4,0.36648,1.41,0.57995,0.00857,23632799744,0.29073,13767831,7600000000,9713999872,1.370108,9.542,14692574208,1008697017,13767831,16,DIIII,7,1,9.08200016,8.36500001,10.42399998,9.692500114,13.03250027,15.13800011,14.23800011,15.30750012
168,HBI,Consumer Cyclical,Winston-Salem,Apparel Manufacturing,-0.050640002,11.693083,1.388,4.92,20.456,0.12816,1.68,0.89279,0.01275,5666136576,-0.050640002,6453676,4113414912,667297984,1.519104,1.911,9982236672,345883647,6453676,11,DIDID,4,0,9.770000076,8.797499895,12.36200008,15.39250016,14.67749977,17.96800041,19.11200027,18.76749992
169,HCA,Healthcare,Nashville,Medical Care Facilities,0.08866999,324.89188,0.74,2.48,166.797,0.16691999,15.23,0.73874,0.22467,79496077312,0.08866999,817444,34367000576,1235000064,1.663259,3.858,1.1256E+11,245814555,817444,21,DIIII,4,0,104.7399994,102.0774994,109.1580002,133.7524986,165.9174995,175.4480011,208.6160004,255.3800049
170,HD,Consumer Cyclical,Atlanta,Home Improvement Retail,0.10554,203.74161,1.641,3.38,135.03,0.15498,14.9,0.71878,0.00065,3.5549E+11,0.10554,2912407,42347999232,4566000128,1.024563,4.326,3.93364E+11,1053775658,2912407,32,DIDII,2,0,199.9619995,194.9925003,249.9799988,273.8325043,265.7900009,278.9700073,306.4880005,331.0625
171,HES,Energy,New York,Oil & Gas E&P,-0.027709998,4.865735,18.322,3.2,18.993,0.15972,3.34,0.86299,0.102340005,27495731200,-0.027709998,2501503,8944000000,2430000128,2.218886,7.896,29916469248,282873883,2501503,25,IIIID,6,1,35.0359993,37.45750046,53.87999954,44.8550005,55.46500015,62.65600128,88.63199921,68.78499985
172,HIG,Financial Services,Hartford,Insurance—Diversified,0.100710005,1.5028819,48.58,2.02,59.773,0.13411,6.67,0.96715,0.00319,26078517248,0.100710005,2190507,4407000064,3576000000,1.106508,10.3,24218128384,345980924,2190507,14,DIIII,5,1,41.92600021,37.86250019,42.72799988,39.14249992,49.02500057,49.84199905,64.41199951,68.42749977
173,HII,Industrials,Newport News,Aerospace & Defense,0.07808,4.202863,49.107,3.26,236.836,0.09509,14.55,0.87411004,0.02214,8303544320,0.07808,289217,1859000064,348000000,1.000545,8.67,9507023872,39161651,289217,11,IDIID,3,0,183.8539978,193.3200035,192.7759979,142.0849991,167.767498,180.9559998,217.8639984,199.0600014
175,HOG,Consumer Cyclical,Milwaukee,Recreational Vehicles,0.10098,2.8937957,12.862,13.56,31.578,0.15131,3.33,0.97521,0.0065,5719448576,0.10098,1258680,7113597952,923505024,1.497816,6.003,12156240896,144726003,1258680,9,DIIDD,7,1,22.61000023,18.65749979,25.87799988,28.2249999,36.87750053,35.51200027,46.62200012,37.44749928
176,HOLX,Healthcare,Marlborough,Medical Instruments & Supplies,0.35983002,4.8190413,14.81,3.64,21.922,0.47492,4.14,0.96856004,0.00605,18287349760,0.35983002,1061935,3162299904,827600000,1.171397,3.265,21090232320,251763675,1061935,12,DIIII,5,1,40.37399979,38.53000069,51.69599991,59.69749928,75,79.70400085,62.79799957,80.1174984
177,HON,Industrials,Charlotte,Specialty Industrial Machinery,0.14647001,8.406704,25.896,3.63,48.607,0.21219999,9.09,0.76698995,0.00123,1.51205E+11,0.14647001,1344733,22357000192,12318000128,1.180131,17.842,1.63365E+11,654408751,1344733,21,DIIDI,5,1,146.9220032,137.9799995,152.6179993,165.1850014,210.3424988,203.2079987,221.2259979,223.1574936
178,HP,Energy,Tulsa,Oil & Gas Drilling,-0.2825,1.0772891,28.581,8.33,10.055,-0.37428,-1.38,0.93653,0.0343,3322056448,-0.2825,1087864,497401984,557809024,2.271113,5.17,2844228096,104386677,1087864,15,IIIID,9,1,17.79600029,17.98750019,24.54799995,14.89250016,24.10249996,27.05,33.49400024,27.0175004
179,HPE,Technology,Houston,Communication Equipment,0.0373,1.1679004,12.698,4.26,21.187,0.07823,1.95,0.84589994,0.00293,19366940672,0.0373,7742820,16225000448,4317000192,1.225436,3.3,32209614848,1304557520,7742820,20,IIIID,5,1,9.884000015,10.06249976,10.64200001,9.337500095,11.80999994,14.16800003,15.51000023,14.63250017
182,HRL,Consumer Defensive,Austin,Packaged Foods,0.08322,3.3623679,12.399,6.29,19.156,0.109969996,1.9,0.44114,0.47572,22599106560,0.08322,2037829,3324994048,309735008,-0.079148,0.571,25601923072,283892876,2037829,9,IDDID,2,0,42.22800064,47.84249973,47.52599945,50.11750031,46.19500065,47.17999954,48.52799988,42.33250046
183,HSIC,Healthcare,Melville,Medical Distribution,0.04141,3.3591418,23.765,3.5,74.578,0.056560002,4.36,0.98302,0.011519999,11525855232,0.04141,407950,1002256000,144538000,0.860869,1.027,12426817536,139069647,407950,11,DIIDI,2,0,55.79400024,50.26499939,59.87799988,64.15750027,67.6724987,65.95000153,77.76800079,77.91749954
184,HST,Real Estate,Bethesda,REIT—Hotel & Motel,-0.93524003,1.8913018,8.703,6.52,1.336,-1.13588,0.18,0.9924,0.01194,11622174720,-0.93524003,6026459,6149000192,2008000000,1.430978,2.844,16801176576,697775463,6026459,18,DIIID,5,1,11.14200001,11.06999993,13.47399998,11.45499992,14.36999989,16.1460001,17.81799965,16.12749958
185,HSY,Consumer Defensive,Hershey,Confectioners,0.16520001,16.30734,10.9,3.45,41.832,0.23615,7.28,0.77353996,0.00203,36793540608,0.16520001,639229,4507145216,426200992,0.360262,2.069,40163192832,144796350,639229,19,IDIDI,2,0,140.3919998,142.3975029,132.5059998,145.9724998,151.3049965,150.552002,174.1,175.204998
186,HUM,Healthcare,Louisville,Healthcare Plans,0.04718,3.752773,109.988,1.56,600.374,0.06509,24.61,0.94629997,0.0024,53251821568,0.04718,943014,7608999936,17127999488,0.885745,132.76,50795245568,128659637,943014,24,IIIDD,3,0,310.9379944,331.6699982,386.6100037,399.5799942,418.3674927,377.5599976,423.2039978,411.5774994
187,IBM,Technology,Armonk,Information Technology Services,0.07169,5.982956,23.938,7.92,83.3,0.12443,12.05,0.57715,0.00133,1.2797E+11,0.07169,3731279,59789000704,7950000128,1.212336,8.87,1.74939E+11,894742550,3731279,17,IIIDD,2,0,110.5159988,117.6375008,127.4819992,121.3724995,126.3124981,120.1240005,148.8200012,137.8725014
188,ICE,Financial Services,Atlanta,Financial Data & Stock Exchanges,0.42727003,3.612725,35.458,3.47,11.792,0.48922002,5.26,0.92913,0.01298,72090329088,0.42727003,2124043,14739999744,1268000000,0.734716,2.252,80477315072,560238052,2124043,15,IIIDI,3,0,81.92200012,84.86249924,95.50600128,99.12750053,114.4675007,112.8259995,113.6819977,119.1924973
189,IDXX,Healthcare,Westbrook,Diagnostics & Research,0.23891,74.953835,8.232,3.26,35.668,0.28354,9.1,0.87807,0.00944,52619902976,0.23891,209694,1012648000,232134000,0.925218,2.729,54340829184,84212411,209694,6,IIIII,6,1,243.9880005,254.8699951,307.2400024,367.7325058,493.125,542.267981,593.3619995,681.8874969
190,IFF,Basic Materials,New York,Specialty Chemicals,0.01708,2.338987,59.017,5.53,47.278,0.12713,6.59,0.93302,0.00123,34350839808,0.01708,660021,12768000000,935000000,0.973253,3.754,45366595584,223555503,660021,16,IIDII,4,0,108.0599991,117.9099998,131.3520035,121.2549992,108.7074986,138.5139984,147.1720001,149.8800011
191,ILMN,Healthcare,San Diego,Diagnostics & Research,0.1814,12.16184,33.712,2.27,23.666,0.16038,7.2,0.93788004,0.00251,59860000768,0.1814,1047177,2876999936,4630000128,0.971318,31.712,53489020928,145519660,1047177,18,IIIII,5,1,236.3579987,281.8150024,350.8339966,345.9974976,372.3024979,485.8799988,451.5760071,460.5299988
192,INCY,Healthcare,Wilmington,Biotechnology,0.124110006,5.3111396,12.406,4.63,12.396,0.15772,4.5,0.93847,0.0146,14490726400,0.124110006,1586254,34246000,2080967040,0.797062,9.455,15108749312,186302460,1586254,16,IIDDD,3,0,71.93399811,86.58250046,92.7,89.37500191,85.90250015,81.58199921,82.84600067,73.14249992
193,INFO,Industrials,London,Consulting Services,0.13885,5.462882,21.809,8.96,11.27,0.24689,3.53,0.9096,0.06921,50484858880,0.13885,2351578,5321299968,217400000,0.977074,0.545,53640073216,396431883,2351578,9,IIIII,4,0,56.15200043,64.47000122,71.89799957,77.23749924,90.2025013,92.75200043,109.497998,120.3549995
194,INTC,Technology,Santa Clara,Semiconductors,0.23906,2.7226272,19.764,3.22,18.942,0.29331,4.57,0.64966005,0.0007,2.17285E+11,0.23906,16068031,35408998400,24856999936,0.592248,6.127,2.28981E+11,4053348700,16068031,38,IIIID,3,0,50.04400024,58.23750019,61.92200012,49.19249916,50.29999924,61.92999954,57.68600006,53.61500072
195,INTU,Technology,Mountain View,Software—Application,0.23931,14.588002,36.408,2.05,33.288,0.29275,10.79,0.87276,0.02841,1.45133E+11,0.23931,937012,2472000000,4116000000,1.004352,15.063,1.41246E+11,265438586,937012,19,DIIII,4,0,250.6799988,244.4774971,287.7439941,321.1050034,370.3550034,413.2720032,472.7820007,565.7975006
196,IP,Consumer Cyclical,Memphis,Packaging & Containers,0.053319998,2.7461376,19.806,4.69,54.358,0.08758,5.37,0.84461,0.00285,21306683392,0.053319998,2437498,7592999936,706000000,1.048034,1.806,29229107200,389302542,2437498,15,IIIDD,5,1,29.95833359,30.70786047,34.77462158,36.10085297,47.53551102,46.18939362,59.01515121,55.42140102
197,IPG,Communication Services,New York,Advertising Agencies,0.087510005,5.09372,7.309,5.15,21.812,0.16473,2.35,1.04377,0.00644,14645388288,0.087510005,2793953,5115100160,2340600064,1.055131,5.946,17651922944,391396271,2793953,11,DIIII,7,1,16.87800026,15.64750028,18.49399986,17.22749996,23.74249983,25.37799988,33.48200073,36.73750019
198,IQV,Healthcare,Danbury,Diagnostics & Research,0.04694,7.7962666,31.07,2.55,67.542,0.09017,9.86,0.91221,0.00719,46426042368,0.04694,548595,12673999872,1911000064,1.451033,9.973,58662252544,190225064,548595,19,IIIII,3,0,118.0640015,123.3050003,144.2900024,159.5124969,180.3400002,189.1959991,245.0420013,262.0350037
199,IR,Industrials,Davidson,Specialty Industrial Machinery,0.05718,2.3873959,21.358,1.86,13.55,0.10258,2.04,0.95967,0.00349,21387909120,0.05718,1342687,3904199936,3669900032,1.516565,8.735,21234913280,388298668,1342687,12,IIIDI,6,1,22.58800011,25.61250019,32.5739994,35.22499943,45.43750095,43.39800034,47.30600052,53.27499962
200,IRM,Real Estate,Boston,REIT—Specialty,0.07795,10.811564,3.943,14.52,14.426,0.19305,1.43,0.80834997,0.01002,12307834880,0.07795,1171273,11242645504,138944000,0.823721,0.481,23794401280,285520401,1171273,8,DIDII,3,0,28.16999969,25.25750017,29.09199982,29.94749975,28.9574995,32.42800026,45.82199936,47.92500019
201,ISRG,Healthcare,Sunnyvale,Medical Instruments & Supplies,0.25783002,3.8311024,85.756,2.69,38.757,0.25981,15.8,0.89067,0.0096,38903406592,0.25783002,1368137,0,4557499904,0.997793,38.488,96010559488,117296254,1368137,15,IIIDI,3,0,158.65,167.043335,191.2559998,235.1491623,267.9950027,255.4059998,291.056665,354.5166702
202,IT,Technology,Stamford,Information Technology Services,0.13061,29.700165,10.239,3.19,49.648,0.17578,6.23,0.93938005,0.02963,26175862784,0.13061,383311,3374705920,796257024,1.605895,9.519,28329715712,80985372,383311,7,DIIII,5,1,104.537999,103.2200012,126.2980026,128.6100006,160.4400024,181.2459991,233.0059998,313.472496
203,ITW,Industrials,Glenview,Specialty Industrial Machinery,0.17176001,20.877954,10.365,4.34,40.73,0.236,9.32,0.80112,0.00236,68357079040,0.17176001,871513,7949000192,2484000000,1.102285,7.864,77402972160,288776835,871513,18,IIIDD,2,0,153.7819977,155.3474998,172.573999,193.357502,204.9675026,199.7860016,229.6259949,220.5400009
204,IVZ,Financial Services,Atlanta,Asset Management,0.19600001,1.0961244,22.835,2.25,14.099,0.24240999,2.96,0.82623,0.01433,11550118912,0.19600001,2398569,2083800064,1361299968,1.284004,2.95,16919599104,340816269,2398569,10,DIIID,9,1,10.52600002,9.357500076,10.63400002,10.58749986,17.5625,22.49599991,28.59799957,24.66500044
205,JBHT,Industrials,Lowell,Integrated Freight & Logistics,0.05572,6.5908384,25.76,2.9,101.65,0.07753,7.63,0.7565,0.20555,17940822016,0.05572,570314,1456267008,570918016,1.01965,5.427,18777090048,83423608,570314,21,IIIII,3,0,85.42399902,98.35000038,117.5299988,136.1399994,139.2124977,145.8300018,163.9559998,175.7524986
206,JCI,Industrials,Cork,Engineering & Construction,0.077870004,2.7947192,24.693,2.15,32.156,0.14038,3.12,0.92524004,0.00269,49460502528,0.077870004,2717973,9173000192,1450000000,1.118995,2.036,59084685312,709824048,2717973,16,DIIII,5,1,33.33800011,28.89750004,35.01000061,41.1875,47.51000023,55.24199982,66.74000092,74.68749809
207,JNJ,Healthcare,New Brunswick,Drug Manufacturers—General,0.1992,6.435655,25.006,3.14,33.885,0.25976,10.42,0.69405,0.00081,4.23793E+11,0.1992,4343438,33482999808,25305999360,0.704694,9.613,4.43642E+11,2629665336,4343438,18,IIIII,2,0,132.0539993,140.4324951,144.7100006,147.9124985,158.0125008,164.2640015,164.8940002,169.8150024
208,JNPR,Technology,Sunnyvale,Communication Equipment,0.044949997,2.1204731,13.53,5.93,14.062,0.09908,1.89,0.96880996,0.01308,9402860544,0.044949997,1474833,1855100032,1332600064,0.830786,4.098,9571475456,321080920,1474833,17,IIIID,2,0,19.92600021,21.77250004,24.51800003,22.99000025,23.01500034,24.13600044,28.28799973,28.13250017
209,JPM,Financial Services,New York,Banks—Diversified,0.37177,2.068111,82.307,2.1,41.948,0.46907002,11.96,0.72039,0.00904,5.15273E+11,0.37177,8190144,7.21535E+11,1.468E+12,1.187227,491.272,-2.42451E+11,2961979114,8190144,27,DIIII,5,1,95.39600067,94.29000092,105.4259995,100.4225006,127.5350018,146.5540009,156.2139984,158.5650024
210,JWN,Consumer Cyclical,Seattle,Department Stores,0,25.559809,1.045,2.77,84.73,0.01507,2.31,0.61917,0.29584,4244192256,0,2187245,4705999872,487000000,2.419213,3.064,8837298176,110796257,2187245,18,DIIID,10,1,21.96000023,18.64000034,19.82199974,15.28499985,31.61999941,36.52400055,34.14599991,27.19250011
211,K,Consumer Defensive,Battle Creek,Packaged Foods,0.091230005,6.8023005,9.216,10.52,40.647,0.13614,4.2,0.88444,0.00745,21345693696,0.091230005,2486887,8332000256,398000000,0.655059,1.169,30109972480,276973340,2486887,19,IIDDD,2,0,61.79799957,62.56499958,65.44999847,66.07749939,61.69999981,58.31799927,64.94600067,62.63250065
212,KEY,Financial Services,Cleveland,Banks—Regional,0.32961,1.4199171,16.177,2,7.425,0.41603002,1.97,0.8898,0.00487,22292819968,0.32961,12401680,14314000384,3807000064,1.537663,3.981,32490772480,950937920,12401680,17,DIIID,7,1,11.84199982,10.93499994,13.96000004,12.43000007,16.85249996,19.92599983,21.50800056,19.90500021
213,KHC,Consumer Defensive,Pittsburgh,Packaged Foods,0.082040004,0.894477,41.119,5.37,21.568,0.22816,2.66,0.80428004,0.01685,44987453440,0.082040004,3064111,25309999104,3940999936,1.133187,3.221,65825083392,673658126,3064111,21,IIIID,4,0,22.84199982,26.98750019,32.50999985,31.65749979,34.09999943,37.20999985,42.44799957,36.40250111
214,KIM,Real Estate,Jericho,REIT—Retail,0.37932998,1.6623297,13.066,3.04,2.557,0.32827,0.51,0.70045,0.020380002,9414729728,0.37932998,2707268,5309997056,230062000,1.531659,0.531,14645959680,421635212,2707268,21,DIIII,8,1,13.51400032,9.564999819,14.1960001,12.03500009,14.73250008,17.83600006,21.44799995,21.51000023
215,KLAC,Technology,Milpitas,Semiconductor Equipment & Materials,0.30039,16.052877,20.311,2.03,44.902,0.35941002,16.99,0.93033,0.00241,49977593856,0.30039,591541,3545828096,2494522112,1.217859,16.332,52973916160,152451539,591541,19,IIIII,9,1,139.9440002,149.5649986,188.1880005,173.5000038,262.5599976,327.8940002,320.0459961,344.2399979
216,KMB,Consumer Defensive,Dallas,Household & Personal Products,0.12059,86.616684,1.534,3.51,55.528,0.18072,7.93,0.76171,0.00132,44834586624,0.12059,1038407,8849999872,320000000,0.524456,0.948,52725334016,336264075,1038407,17,DIDDI,2,0,133.276001,132.1674995,137.7839996,149.267498,133.6524963,130.9780029,129.4900024,139.0500031
217,KMI,Energy,Houston,Oil & Gas Midstream,0.13284999,1.2291564,14.213,1.74,6.1,0.31583,0.92,0.62127,0.125,39562211328,0.13284999,12994420,33255999488,1503000064,1.123913,0.664,74089406464,1945185855,12994420,21,IIIID,2,0,14.58199997,14.59499979,16.64000015,13.04999995,13.87249994,15.01599998,18.83400002,16.04999995
218,KO,Consumer Defensive,Atlanta,Beverages—Non-Alcoholic,0.22188,11.461245,4.722,2.32,8.46,0.31481,2.36,0.69003,0.00638,2.33348E+11,0.22188,13786820,42055999488,13045999616,0.62937,3.022,2.7279E+11,3887762635,13786820,26,DIIDI,2,0,49.35199966,47.49999905,47.72199936,50.26500034,52.57499981,50.38200073,55.34799957,55.88999939
219,KR,Consumer Defensive,Cincinnati,Grocery Stores,0.011440001,3.1990597,12.338,7.79,172.646,0.02007,3.04,0.86944,0.00688,29523560448,0.011440001,4012313,21152999424,2308999936,0.354891,3.09,47450689536,689386907,4012313,25,IIDII,2,0,30.82399979,31.6425004,32.69199905,34.72749996,32,33.89599991,38.34199982,45.27000046
220,KSS,Consumer Cyclical,Menomonee Falls,Department Stores,0.039389998,1.4126166,32.592,3.45,120.221,0.08242,4.87,0.97260004,0.01069,7192967168,0.039389998,2834950,6607000064,2568999936,2.187772,17.066,11930509312,148842216,2834950,14,DIIII,10,1,25.51400032,17.14750004,24.81599998,21.90749979,40.01000023,51.46800079,53.38000031,53.55499935
221,KSU,Industrials,Kansas City,Railroads,0.046290003,6.1221557,46.629,3.46,30.636,0.39995998,10.48,0.86152,0.00495,25958842368,0.046290003,682782,3827800064,325800000,1.089227,3.582,28105891840,90403412,682782,13,IIIID,3,0,123.1099991,137.2400017,153.5300018,185.4674988,204.9950027,210.7559998,291.1139893,285.8925018
222,L,Financial Services,New York,Insurance—Property & Casualty,0.10505,0.87697595,65.475,2.29,54.54,0.17643,2.9,0.65758,0.16246,15111565312,0.10505,405200,9112000512,5390000128,0.930607,20.951,19410843648,215996148,405200,1,IDIID,4,0,37.30599899,37.34000015,35.91799927,35.46750069,45.25250053,48.43800049,55.83399963,54.55500031
223,LEG,Consumer Cyclical,Carthage,"Furnishings, Fixtures & Appliances",0.066350006,4.1414976,10.926,7.27,32.283,0.101739995,3.04,0.75598,0.011039999,6028793344,0.066350006,344476,2161900032,333800000,1.503808,2.505,8195790336,131396749,344476,4,DIIDD,2,0,32.09799957,27.63499975,35.65199966,43.64249992,43.84999943,42.38799896,51.79799957,46.79500008
224,LEN,Consumer Cyclical,Miami,Residential Construction,0.13831,1.4808679,63.375,3.36,79.135,0.17951,13.69,0.97056,0.021070002,28756672512,0.13831,2300983,6990194176,2607052032,1.493471,8.347,36487163904,285269417,2300983,12,DIDII,4,0,48.3159996,41.65999985,60.76399994,75.53500175,74.375,86.87400055,92.66399994,101.3275013
225,LH,Healthcare,Burlington,Diagnostics & Research,0.17256,2.7163336,102.469,2.24,157.251,0.25626,15.97,0.94357,0.00587,27193817088,0.17256,510697,6360399872,1890800000,1.045652,19.353,30607663104,97164604,510697,14,DIIII,5,1,147.9040039,136.9550018,173.552002,178.1274986,208.5900002,242.476001,259.6159912,303.6600037
226,LKQ,Consumer Cyclical,Chicago,Auto Parts,0.06435,2.7180045,19.323,2.13,38.832,0.09968001,3.36,1.00221,0.007850001,15869443072,0.06435,1782041,4131930880,590193984,1.667934,1.953,18209374208,278343643,1782041,9,DIIII,4,0,24.69599991,21.38250017,27.55999947,31.8324995,35.5625,38.12600021,48.62599945,50.78750038
228,LLY,Healthcare,Indianapolis,Drug Manufacturers—General,0.23906,30.826195,7.589,2.51,28.075,0.27833,8.6,0.83641,0.00153,2.24354E+11,0.23906,2563117,16295799808,3064100096,0.242391,3.371,2.10782E+11,857101913,2563117,20,IIIII,4,0,135.1960007,143.8600006,147.3920013,148.8974991,166.2450027,202.9879974,223.3360016,247.2849998
229,LMT,Industrials,Bethesda,Aerospace & Defense,0.10689,15.580269,22.705,1.99,239.648,0.13533,27.9,0.75368,0.00081,98319155200,0.10689,768502,12170999808,2744999936,0.971615,9.913,1.06435E+11,236409147,768502,19,IIDDD,3,0,330.402002,363.9100037,398.4759949,383.5074997,349.1100082,337.1680054,386.6259949,348.8675003
230,LNC,Financial Services,Radnor,Insurance—Life,0.07456,0.7085784,102.501,2.87,98.363,0.10295,10.9,0.80161005,0.060510002,13826789376,0.07456,697012,7472000000,6621000192,2.210328,35.232,13509514240,176463753,697012,11,IIIII,8,1,28.25400047,30.81500053,44.09599991,35.11499977,50.20250034,54.96800079,66.07399979,66.13500023
231,LOW,Consumer Cyclical,Mooresville,Home Improvement Retail,0.07409,331.44696,0.622,2.71,130.231,0.13104999,11.87,0.76137,0.00058,1.45732E+11,0.07409,3042044,28711999488,6255000064,1.329694,9.033,1.6586E+11,691684863,3042044,30,DIIII,2,0,92.43399811,92.34749794,128.0940033,158.3725014,161.2200012,175.6600006,188.2779999,204.1449966
232,LRCX,Technology,Fremont,Semiconductor Equipment & Materials,0.26072,14.605887,37.667,1.84,92.002,0.29548,32.42,0.85517997,0.00217,78463270912,0.26072,867251,5817047040,5789467136,1.275299,40.594,87431847936,142114474,867251,23,IIIID,9,1,255.4740021,258,293.6339905,298.7825012,485.332489,584.3359863,642.8699951,592.1124878
233,LUV,Industrials,Dallas,Airlines,-0.16238001,3.5063076,15.378,2.56,16.694,-0.41445,3.1,0.79252,0.00318,31887048704,-0.16238001,3220088,13303000064,16874999808,1.24072,28.522,27513004032,589461389,3220088,19,DIIID,5,1,40.5840004,33.56000042,36.88799973,39.40250015,46.01000023,52.79000015,56.84199905,48.44499969
234,LYB,Basic Materials,Houston,Specialty Chemicals,0.11571,3.7210803,26.323,2.76,105.856,0.14571999,13.54,0.78745,0.21290001,32749971456,0.11571,1410614,15781000192,1520999936,1.526746,4.547,46098710528,263233488,1410614,23,IIIID,6,1,48.31000061,53.98250103,71.29400024,72.00500107,92.51499939,98.7719986,107.3619995,92.88500023
235,M,Consumer Cyclical,New York,Department Stores,-0.01312,2.6547747,8.577,2.48,63.639,-0.0005,2.09,0.83671,0.00135,7101234688,-0.01312,10604712,8017999872,1798000000,2.119565,5.765,12133025792,311484831,10604712,13,DIIII,10,1,8.392000008,6.05250001,8.084000111,7.405000091,11.59250021,14.86999989,18.69199982,21.35999966
